user_id,book_id,rating
5360,1328,3
5655,216,2
6139,4801,3
6652,6467,3
4257,9200,4
3499,6478,1
2552,5447,3
3548,3764,3
6429,5071,4
1389,9315,4
3821,6471,1
6999,883,4
1522,8694,2
6988,2459,5
534,1442,3
6326,7972,1
2147,4439,4
5158,614,4
4418,126,5
1543,9172,2
3598,6470,3
3924,1465,1
6036,5504,3
5665,5714,2
999,5043,2
4304,6665,2
5710,60,3
661,5053,5
2496,8943,1
5268,9239,4
6506,4702,4
4700,7274,4
6593,923,3
2653,2,5
4548,2679,4
4992,5952,1
681,3125,3
4938,8172,4
5289,1800,1
4645,3463,5
2678,8618,2
425,8030,4
5833,9524,3
221,8546,3
1352,1495,4
6605,3571,3
767,4190,5
302,6413,4
1928,3205,2
4083,3819,1
5157,2299,3
6044,5200,5
6602,7162,5
1739,9054,5
6859,1896,1
2511,9363,4
5922,730,4
1448,8916,4
838,1976,1
6787,4997,4
1824,5561,5
4718,6965,4
809,2462,1
2366,1592,3
173,8103,1
5402,1352,2
5728,4987,3
3311,8557,2
2762,933,4
6144,9048,5
4607,8374,4
6168,3241,5
5290,8812,2
2692,7768,1
747,4214,2
5237,74,1
2112,2683,1
3934,3116,3
1982,7160,3
5157,3531,5
2836,3645,3
4356,3542,3
5977,2505,2
1050,6806,1
3163,8322,1
226,6547,2
5965,8268,5
5500,7523,4
1848,6505,1
2814,7337,4
1107,9631,3
797,4386,1
6170,4433,1
2531,3749,3
4754,5111,4
4315,5949,3
6529,6535,5
4466,7590,3
805,1696,5
104,270,4
286,5419,2
4346,5325,4
4608,8002,3
3728,7832,3
537,5153,2
4515,6156,1
4039,1256,3
5520,2041,5
4688,3975,1
3969,5412,4
3677,654,5
4006,2676,5
1267,7881,2
2855,3539,5
487,6493,3
508,4828,5
3398,7475,1
1673,7570,5
4375,9821,2
3398,9370,1
3450,2192,1
818,7839,4
6041,4986,4
1889,6708,3
880,4580,4
2090,326,2
5846,4048,4
3724,8862,2
5975,7142,2
6560,5048,5
452,7150,2
2529,767,3
4106,7743,3
2270,8058,1
2404,7929,1
3523,4924,2
4639,1999,5
1152,6967,3
3563,1155,3
805,2915,4
700,802,2
6099,4713,4
3445,9603,1
3272,9604,2
1223,4857,5
448,1035,1
4171,5392,5
5015,2667,3
5038,2105,1
401,8790,1
3463,3647,3
6055,4205,5
6147,6957,2
6161,5563,4
6188,8098,1
2591,693,5
2471,9327,2
4776,2387,3
6016,2633,4
6909,2454,2
5899,2457,4
269,2178,2
744,9811,5
721,2008,2
4326,8,2
1662,3054,3
5574,5318,2
3953,1154,5
224,6149,4
3226,3049,1
5422,5569,1
5272,3015,3
2602,3526,4
944,4521,4
3362,92,5
5371,2556,1
6,6187,4
390,6278,4
5261,2946,5
5837,1412,1
4352,1451,4
1889,1862,2
5481,1499,1
6984,1816,2
587,3162,2
5079,4163,2
4251,1493,4
5982,1295,5
1332,8896,2
4130,7794,2
5320,4260,4
824,9553,2
2634,9067,1
5565,7970,3
3730,8679,1
5309,7520,3
4662,1249,1
4630,7069,1
1747,3000,3
1603,1551,3
374,5128,2
4067,3509,5
2271,5960,1
1336,1950,4
4436,7961,5
1608,3499,5
2231,1603,2
1779,5059,1
1583,8721,5
5935,3982,3
356,697,3
1654,1491,4
1122,8514,5
910,3540,2
171,3764,1
4959,4653,4
4013,1112,1
6273,7499,2
3360,9320,4
4372,6497,4
2841,6444,3
5666,4948,1
2936,437,5
609,2990,3
6042,5355,1
4173,6384,2
580,2454,2
6140,2218,4
4090,1064,2
6736,6119,1
5960,8030,3
4551,734,3
1432,3900,2
4324,2016,3
3045,1942,5
812,6995,3
1857,7216,2
1383,8043,3
2413,7243,4
2064,5538,5
2566,2669,5
4848,9547,4
2667,5324,5
5774,4101,2
1435,9511,4
5232,7413,4
2321,6948,2
3742,2280,4
5254,635,2
1432,1894,4
1506,3400,2
52,8696,3
56,2894,5
2809,7551,3
722,5579,5
4518,845,1
4623,6241,3
5362,5224,2
5220,3814,2
6328,1980,5
4098,1920,1
2877,3384,1
4293,3785,3
2702,3150,5
6170,5786,4
273,4260,2
3437,3400,2
6042,7306,1
4791,6778,2
5748,5065,4
2607,6700,4
1874,8820,2
3759,8828,5
5707,4480,1
6158,3177,1
1159,5046,3
2825,8311,5
3871,424,4
4432,9661,3
2508,7088,4
4958,6990,1
1542,7547,3
350,3332,2
419,8558,4
4948,9608,1
5649,6779,2
2329,2873,2
3344,71,2
1934,6917,4
6565,423,4
627,8288,1
1559,6364,4
69,6076,1
2898,9633,2
4211,3108,3
2697,4027,2
3702,9095,4
4959,3038,5
6092,228,1
4580,5811,5
3565,6359,1
2240,461,1
3808,8318,1
4964,2308,5
6112,5934,5
6140,1637,3
5881,8463,2
709,3645,2
2744,3914,3
4882,2536,3
235,7063,2
5567,6025,1
4355,7023,3
4593,3348,2
522,9946,1
533,8815,5
3542,5314,1
3929,8003,1
6432,2440,5
3709,3944,1
1332,6396,1
4103,5675,5
2862,9687,5
2537,6031,1
4116,5411,3
774,3075,5
4326,4746,3
2279,6900,2
3673,425,4
326,6491,4
6799,2142,5
2323,7347,2
1322,7953,3
888,8374,3
6603,6610,3
2262,3295,5
5149,7667,2
1668,3752,1
3261,4091,1
3296,6287,3
2243,6843,1
6243,7524,1
5053,1337,4
548,3344,5
6729,4213,4
507,1209,1
4900,8119,1
4940,2061,1
2140,2113,5
4463,4588,3
6560,5328,4
5956,470,1
3987,486,3
3242,8680,5
1752,1923,3
4604,1803,5
6021,8253,1
6129,2375,5
1784,8642,4
348,1842,3
4792,1586,2
3208,1935,1
1781,6406,5
1060,3872,5
3663,3378,3
933,7535,5
1268,6970,5
2664,3639,3
1990,9760,3
5540,3450,1
1827,9092,3
1363,5864,5
177,8782,5
15,3159,1
3718,1688,5
2541,9439,5
6056,5685,5
2591,2003,1
5551,2482,5
1503,9396,1
732,5656,1
3404,168,5
5545,3010,5
5120,1220,3
2082,6217,1
4063,2048,4
5954,8318,2
2301,3330,2
5873,6317,4
6738,3223,3
2985,5628,2
1593,5431,3
4676,670,1
1435,5337,1
1862,1915,3
5458,8460,1
4933,1600,3
5560,4082,5
2964,5039,4
4172,7182,4
1120,8910,2
2808,6545,1
1647,6691,5
6195,3862,5
2242,7224,5
6147,6277,2
4407,6295,4
2707,3079,4
5147,7694,5
5601,2675,1
6933,2515,2
2704,7596,3
1668,2562,2
6539,7383,4
515,7303,4
4981,9810,3
291,9710,4
3818,8724,3
4148,657,1
6663,6290,3
6935,9939,3
1283,6923,5
309,5572,5
4692,931,3
6811,3723,1
808,9883,5
5416,6157,1
2824,4063,1
3415,9944,1
4679,6163,1
6047,3640,1
6934,5446,2
6713,6674,2
6393,4725,5
2854,249,1
6566,5801,4
4429,2785,3
2481,2105,1
5428,1880,3
6300,6790,3
5240,9890,2
61,9096,4
565,62,3
4372,389,1
184,6721,2
5629,5707,3
2393,2575,5
2524,913,3
5452,752,3
41,6215,3
6386,7579,1
2917,1767,5
6173,9807,3
1383,1778,3
3761,2060,2
3872,2620,2
4930,7634,2
4561,2663,2
3118,3793,3
5555,1339,1
960,8443,4
1192,4641,4
5394,8904,5
5260,3503,2
6718,5174,5
5650,9386,3
3343,4653,2
382,3364,3
3652,4958,1
3478,7361,5
1927,3218,2
1987,7037,5
3812,5451,3
3700,8053,5
341,396,1
4633,3426,5
1615,4915,4
3311,6101,3
1087,9087,3
6512,3665,1
6470,8049,5
1732,7626,1
1267,6382,2
1370,8086,3
1368,1913,4
950,8384,4
4858,7731,1
5224,761,1
1109,3543,1
1314,7570,2
4938,5185,3
5035,8595,1
1630,9801,1
2905,8941,3
3490,3841,5
438,5677,5
2961,3521,2
3858,8668,4
1373,5088,3
1778,6677,4
3715,5932,3
1299,9024,5
3435,2762,1
4734,7571,2
5922,3025,2
1464,2729,3
71,8759,5
529,8954,1
5767,4083,2
4347,9486,3
1810,5536,3
4809,8742,5
1295,9908,3
2294,89,4
2275,7794,3
5766,2316,1
1845,9692,2
2559,7044,4
5436,2132,2
4926,3312,1
2451,5710,4
4659,583,5
5411,5206,5
3187,6238,5
5198,9941,2
2299,7334,1
675,1148,4
630,5773,4
768,1825,4
4854,5619,5
652,495,5
3557,249,1
4340,0,2
6661,3815,3
4687,79,2
1117,9122,5
5721,1685,5
3255,3591,3
1802,1901,5
4134,6344,3
1413,8678,2
3500,1305,4
3582,7239,2
1945,6452,5
3997,8363,3
5242,5673,4
1381,9919,1
1634,245,1
5369,109,2
590,2177,5
1672,2085,3
5059,2580,1
2993,7495,3
3355,699,1
1863,3139,4
5967,9044,3
3894,4257,5
1013,4039,3
3062,6550,2
1515,6443,4
1694,5906,2
6379,3222,5
2061,2669,4
6411,3620,5
1883,6689,5
2820,5442,1
3265,8469,2
3795,6470,4
5158,7908,3
947,386,4
1849,8032,1
969,9788,3
1267,5886,1
545,9732,4
2981,559,5
3213,2122,2
3651,601,5
1935,2493,3
1810,134,3
3267,3531,5
1321,6716,5
525,2843,4
810,7151,5
6309,4592,4
4152,8779,2
794,3966,2
5184,7412,4
3130,8678,1
4792,2012,3
519,5103,1
1939,709,5
3036,4907,5
5036,5857,4
6859,8549,5
3523,2664,5
3474,9073,3
4098,5121,1
6446,8733,3
359,3991,3
1499,1851,2
5817,7483,3
5576,9568,2
1529,2522,2
2057,116,2
141,1813,2
2812,5013,4
1606,677,3
1853,6857,1
5112,4886,5
1328,8974,4
4157,8764,2
3310,7502,3
1050,524,5
2867,1827,3
673,443,5
4247,2988,2
504,5404,2
2061,2760,1
2592,3632,3
3129,8063,4
3806,7001,3
3760,8344,5
2817,8697,1
3518,4060,5
2744,9158,3
4744,875,2
2950,4486,2
6716,1593,5
2269,4344,2
3038,2634,1
6552,8099,1
3745,5344,4
1594,4308,5
4931,8382,3
2622,4337,2
52,7275,4
5600,7495,1
3814,195,3
2425,3589,2
5559,661,1
3974,8044,1
2382,561,3
846,193,2
5842,688,2
4866,6544,1
4450,1262,1
6751,1995,3
2202,5199,4
1580,6547,1
4603,3019,5
1724,6556,3
492,7489,3
6109,2460,1
1368,3123,1
2753,5265,1
3226,8692,3
2159,7264,2
5394,7143,2
831,76,3
4461,4404,2
6215,9900,1
2660,938,2
3953,3737,4
1714,8299,2
2989,6041,2
1162,6153,2
347,6232,2
211,2154,1
5524,2791,4
5569,8690,2
5582,2179,2
6838,8166,2
4672,2037,3
632,4148,1
4178,7451,3
6865,3441,5
862,8671,3
4276,2815,5
6491,6295,5
1591,6714,2
1855,7923,5
738,8557,2
1118,3295,3
5925,8682,5
2121,7386,2
2860,3391,3
4786,7191,4
527,7914,5
4976,2351,4
3959,6451,2
1929,8216,3
1581,4756,4
6829,6318,5
180,2614,5
5731,2758,1
2198,4004,5
6620,3742,1
3466,117,1
6594,5801,1
2006,551,5
6546,7496,2
2228,2953,5
5158,2723,2
3209,6083,2
6382,4623,3
5630,5172,4
2428,1020,3
5829,1894,5
3006,3332,3
3066,8702,3
6232,1249,4
2121,4656,4
5558,1117,3
6036,9553,3
2622,712,3
5929,794,3
6753,1267,1
2247,3542,3
5754,46,5
4878,7635,3
2366,2738,3
578,792,5
6029,5150,5
5470,4890,4
3696,5129,3
5019,7457,2
3529,3739,2
400,1810,1
280,7568,1
4446,2721,3
6956,6989,3
2812,5524,1
1173,7985,3
3914,3582,3
6641,1829,5
4846,8208,4
4520,1493,1
4995,2237,2
6487,3182,3
236,5159,5
5239,410,1
1775,2672,1
2527,7298,1
6156,9575,1
6594,6172,4
5847,2662,4
1130,6002,5
5504,2224,3
5680,7670,3
3410,1622,3
4800,1576,4
5095,9408,2
5680,3780,5
3210,733,3
5092,942,5
1664,8342,5
1450,947,3
3430,1203,5
6957,5847,4
5693,8305,4
2481,5515,4
3552,2239,1
5094,3414,3
2928,4587,2
172,1125,4
2539,541,3
5115,2849,3
3860,741,1
3787,5865,3
5757,8331,3
1343,6704,4
4112,9769,2
3970,471,2
3803,4261,5
4940,911,1
5551,1160,4
3682,8595,5
3981,2985,5
3287,9277,1
149,7783,4
2420,8858,1
517,3883,2
3059,8220,3
1910,76,5
2835,9556,5
2884,6625,3
856,332,4
2877,3322,4
4200,6121,3
1398,4486,1
4691,1576,2
576,2872,5
3530,563,5
198,9071,4
4986,2289,4
797,6731,3
6896,6573,3
2081,4502,3
6286,3647,4
3356,5683,3
4830,1079,4
6021,3785,1
1523,6588,4
3928,8701,3
360,7734,3
562,2144,1
1157,73,1
1575,5107,1
4783,4429,2
6761,3844,1
2274,2288,2
5105,2355,1
4382,150,2
5754,8825,1
1330,3280,5
2745,4084,2
6202,6103,5
818,9818,3
2270,5381,2
897,1693,3
5936,7374,1
499,7425,2
4858,2239,2
2912,4556,4
6169,3100,5
6416,3547,3
2618,1620,2
4185,740,5
5883,2343,3
6656,6783,1
178,7409,3
1629,6509,4
1050,3273,5
555,5953,1
4558,4208,3
6988,6248,4
2161,6890,5
5747,1263,3
1895,1642,5
5608,5121,1
5104,1029,4
5279,9854,4
63,1414,5
413,4969,1
883,9853,5
1167,402,1
4164,7890,2
2541,9126,2
6519,5723,2
2839,6976,1
2583,7368,1
4962,7151,3
1255,399,2
4312,7543,2
5751,570,4
1134,5283,2
5424,2975,1
4263,1949,1
5492,5017,1
6416,3101,3
1772,4737,4
5964,293,1
665,5505,4
1617,5773,5
3382,4296,3
4558,1149,1
1117,5876,4
5993,7154,1
4729,379,4
3712,2143,5
4856,9742,4
5659,1073,3
2889,1776,2
4920,9526,1
3427,9925,4
5550,1417,3
4141,6394,3
4049,2768,2
464,1170,5
2248,500,5
4812,6520,3
3342,6535,4
2163,6820,3
4577,6112,2
2881,2183,4
6169,1061,2
6085,9088,5
3339,6563,4
53,6597,1
4719,461,3
921,1110,3
4448,3444,1
2436,409,1
1477,4809,5
480,5738,5
2117,4133,3
698,9273,5
6705,5914,4
3886,5772,4
2820,2321,2
3990,5241,2
6904,1979,4
4901,6202,1
6490,1111,2
5659,9608,5
4006,759,4
1630,2901,4
6008,7877,4
6348,7038,1
6619,7237,1
1838,1377,2
3849,4670,4
6071,1859,5
1960,6902,3
4073,6524,3
1591,6485,5
1533,8648,1
897,1255,1
1423,7536,3
68,7839,1
5828,9183,3
5378,2782,2
3707,2961,5
87,3050,3
2087,2136,3
5970,6533,5
1960,2275,1
1541,9823,3
4859,8173,1
3105,5931,2
665,9696,2
152,2372,2
1916,8049,1
6200,3537,5
184,7925,3
417,305,1
1563,6057,2
5806,3258,4
4499,6343,2
4234,9143,3
6078,8108,1
4863,1571,1
454,5127,4
4315,6572,3
4932,2129,4
2118,7743,1
560,1758,1
6447,241,4
2286,4868,1
5624,1346,4
6393,7194,3
6978,4233,1
2041,7191,4
4469,8578,4
1689,1287,1
1659,2043,2
3025,7220,5
5328,1149,1
4696,3195,5
6149,2825,1
871,3488,3
2552,6823,2
6669,8075,4
423,6942,4
6909,5289,3
6916,8945,4
1746,4772,3
5300,3399,5
6516,5999,1
3373,1747,2
3881,9261,4
4516,259,2
3267,9049,1
6146,937,4
2171,308,5
2550,7591,4
6417,3637,5
6215,1121,1
1485,8479,3
669,2851,1
3174,2159,2
1470,9773,1
6041,3028,1
2923,1100,4
3653,492,1
3853,4722,3
8,8349,5
1044,7454,5
4390,3666,5
6275,7707,4
4816,2050,3
3659,5512,1
4591,3512,3
949,2651,5
3806,3008,5
6564,4530,2
6028,6580,5
6915,7888,3
979,7979,5
1238,8853,2
3234,8012,5
1353,8605,3
2303,1299,4
4075,8931,1
1261,15,5
4111,7928,3
5043,3217,1
5525,4229,1
3956,6551,4
1615,1347,4
1234,4480,4
3092,8018,3
4481,9014,3
2494,4254,5
2505,641,3
1060,8961,2
603,8128,3
2806,6888,4
849,5737,1
4166,8280,4
6533,6657,2
4975,3326,1
117,9996,1
5179,6417,2
6566,3649,3
64,8611,3
56,5928,5
1221,1341,1
5306,404,3
6270,2531,1
4048,8118,3
4611,3223,5
631,4965,4
6830,7673,2
5082,2336,2
4395,5638,3
6812,4375,3
804,5778,1
4250,6536,1
3749,46,4
5618,5417,3
6760,492,4
4871,4663,2
4554,3643,3
141,2701,5
1656,652,4
6416,9499,3
2599,5673,3
6086,1992,3
4616,6915,1
1918,2071,4
3144,3,4
4843,6542,1
6163,1967,5
2273,3823,3
1118,2042,1
4219,3359,4
3433,5489,4
5709,4149,4
6075,3619,3
1939,7580,4
3620,1402,1
6139,8247,5
5742,2201,1
3061,8623,3
6734,7506,5
928,5888,2
2452,7340,2
2738,1573,4
524,1155,1
1071,821,4
5931,1025,1
3943,7607,3
5108,4063,3
6336,2046,5
4947,2942,3
3682,6977,2
6604,1718,2
4421,8092,4
1596,968,3
2396,3654,2
6844,602,1
5299,257,5
5113,7841,4
6177,2298,4
3926,5086,1
1275,2083,3
5584,802,4
2105,2175,4
3557,5821,4
5800,4318,1
1499,5202,3
3803,5979,4
6668,8117,1
1840,4653,1
4265,5491,2
3191,9535,4
128,6166,1
1368,2266,2
6376,3430,3
6356,120,2
3375,9763,4
473,2834,5
4303,8705,2
3629,3731,2
4001,5691,1
1877,2648,1
2891,5537,3
4297,7965,1
1572,8640,2
608,6975,3
589,2420,4
1758,5375,4
1334,7259,2
6854,263,4
6002,4107,2
2984,8989,1
6076,8170,1
6709,2623,1
4419,1672,5
2167,6202,1
1872,8300,4
5847,1348,2
82,9166,5
5259,2708,3
1346,5025,1
6551,7973,4
953,8633,2
5061,1833,2
484,2123,4
5666,787,5
514,6687,4
3207,8714,3
1432,2587,2
4945,5424,4
4188,7569,5
4187,7507,2
4998,9998,2
4370,3646,4
3940,5198,3
437,6202,2
5472,9546,1
3034,3626,3
6278,4719,2
5579,3234,4
6897,4870,5
3518,5194,1
1493,3195,2
1319,6516,5
4435,4759,3
322,3959,1
4696,9317,4
5358,3112,4
1491,5384,1
4345,1283,4
297,9426,4
3492,6541,5
3530,6626,1
4779,8925,5
3237,8671,2
477,418,2
1238,4206,3
6995,4638,5
4301,8535,3
2035,763,5
1564,9295,5
514,3640,2
3116,2744,2
5111,7197,1
6316,3232,1
2562,4151,5
2379,5832,4
1939,8012,4
2818,3820,3
4041,5466,5
2249,6611,1
5692,8467,1
3717,1046,3
1888,6886,1
6852,1956,2
432,9286,4
1885,1155,2
1563,2203,2
5260,5439,4
5569,2695,1
6338,9680,2
3524,7062,1
1213,8471,3
3287,1331,2
4014,6016,3
2045,1931,1
4986,9440,1
0,9412,3
6989,3560,4
5903,5358,3
4238,5526,4
5079,2690,4
2933,5240,4
4363,7959,5
4480,5848,2
2123,9193,4
3924,6597,3
4861,3400,2
5190,1747,1
4155,5026,3
3272,8772,3
580,7893,3
2463,9157,2
422,3241,1
6943,3674,3
5062,2092,1
2995,9001,1
3348,4532,1
4983,1452,4
1246,7919,5
2349,7207,5
5150,5653,1
2280,4628,1
697,6761,1
446,4590,4
3742,6937,2
440,7797,5
2641,6185,2
3594,1514,2
2148,3782,3
1451,801,2
402,1788,5
1708,1418,2
943,7611,1
5099,3243,4
966,2494,3
3985,6451,2
438,4560,5
2167,7909,2
1677,3743,2
2314,4857,4
2421,9937,4
2444,8691,1
4964,6559,1
4742,6027,1
6930,9848,3
6557,5947,5
860,2994,5
899,7155,5
6675,3499,4
1897,3666,1
3181,5873,3
3514,6647,2
5682,8321,3
681,1498,4
5622,828,2
3182,8763,3
1079,4075,2
6183,8702,4
5929,327,2
764,6705,3
4386,3904,4
1594,8215,3
1199,8364,2
3353,6316,3
1235,1603,3
6301,644,1
3452,741,3
5444,4425,2
4394,1187,4
5478,3605,5
2797,4762,1
5363,4064,5
232,3505,3
6462,8695,1
3253,8937,5
4447,5436,3
2538,9189,4
4036,199,5
2628,7251,1
2572,3798,5
6593,5406,4
3153,1486,1
6222,3847,1
1485,9226,5
478,286,1
6634,937,4
2081,1639,5
4395,2465,1
1578,9143,2
2682,3732,2
5077,3343,3
1090,6421,4
1061,1225,4
4386,3546,1
2996,6890,4
690,7357,5
2502,761,5
4349,6475,2
6971,1948,1
1408,2539,5
1937,3389,5
5418,7100,4
3666,7046,5
764,2545,2
3573,7958,2
5259,112,5
1707,7893,2
6258,9798,3
119,876,3
4330,8948,3
3048,6784,1
4029,1613,4
108,6220,5
3916,9959,3
6932,7682,4
6592,2513,1
2136,899,4
6922,7229,5
1365,8162,5
3353,7420,5
3872,1343,3
2145,3921,2
4587,6606,4
5057,7137,2
3454,3992,4
4376,1313,1
1021,4738,3
1521,6707,2
4032,4815,3
5649,494,4
2989,6173,3
2369,5943,4
2608,2721,2
5590,817,1
6913,6023,1
6358,7366,2
2505,7391,4
21,5545,5
1127,8780,3
4136,3603,1
2017,820,1
582,3072,4
6152,3809,3
4142,6074,5
861,732,1
1921,8093,5
1965,7634,2
689,9347,4
1627,78,1
6536,4939,2
4574,1895,2
3161,7407,2
855,9677,3
4897,2348,5
2888,6085,1
6304,161,2
5528,1899,5
5222,3820,5
87,7924,5
6463,1570,2
5816,6360,2
4829,8250,4
1409,4727,5
5574,5650,2
6996,5070,1
4682,9772,5
4460,3579,2
4277,1609,5
3202,8725,2
3150,6259,3
5008,995,4
6013,391,3
1249,4280,2
3649,1838,2
3753,9922,5
5872,4313,3
5809,7070,3
4959,4013,2
627,551,5
3125,7032,1
2030,97,2
1485,2302,1
4332,7584,5
4827,7410,2
4673,2185,3
1019,3965,3
5497,8410,3
4470,802,1
5107,9531,5
5565,8484,3
1154,2034,3
4059,1008,3
5541,1642,4
3913,1375,4
4782,6184,4
5910,3411,5
3462,512,4
276,5133,5
222,5646,4
4637,5100,3
6263,6401,1
4718,8756,1
6218,8055,2
4759,8807,2
6669,8774,1
1972,9290,5
3430,4679,1
497,1611,3
2500,6459,3
2905,93,1
2365,9930,5
2135,6762,3
6369,5531,5
2090,6312,5
2297,4883,2
6434,7128,4
1724,8183,1
4724,3571,5
5778,1959,4
1751,6245,5
5124,6607,1
4668,2438,5
5136,5016,1
5555,6223,1
5090,1964,3
3209,9372,3
6388,9892,4
3771,2533,5
3107,1127,3
1374,8207,3
5187,7276,2
4833,6953,4
5530,6789,3
35,418,2
6181,9119,4
118,4902,4
43,5650,3
5276,673,5
1001,1494,4
3487,1203,3
6697,6983,3
1859,1117,2
6637,5297,2
1101,2040,1
4722,7821,3
3723,9479,2
6665,3675,4
6207,4913,2
1553,7344,2
649,5932,2
1820,7896,4
2725,3468,5
5909,8706,3
432,6308,5
1755,3487,2
3243,2139,1
1444,5607,1
5344,4188,5
3720,261,2
3658,6766,4
4007,5468,2
3668,6960,3
1204,4427,3
4388,2602,3
4891,8761,2
2975,8499,3
3451,391,4
1393,6130,4
4355,8254,4
3469,789,2
5740,7176,2
287,7482,1
1984,2019,1
6447,8550,5
5050,1205,2
1011,9246,5
321,5753,4
5887,7462,4
1134,5571,4
6989,4374,3
3634,8596,3
3642,8427,5
4905,2532,2
3060,57,4
2819,2481,2
2478,1012,5
3158,8111,5
3058,4,3
3008,7343,2
2163,4250,1
4072,8350,4
633,9743,5
2386,1252,2
1085,4147,2
1161,1420,1
2248,9217,4
2691,5240,5
6708,6728,4
3766,2587,5
5629,1844,4
2517,6435,3
4264,5653,1
5235,5747,3
1413,2702,2
1293,3273,1
4971,4730,3
1706,2004,2
4794,9348,4
131,2369,3
3438,7079,5
6718,5821,3
3281,2577,5
4351,7193,4
4955,4304,1
4995,2773,3
6953,5366,1
5127,2268,4
342,6494,5
6763,493,1
4607,712,1
6955,2333,5
1313,3604,2
1820,2958,4
6032,1606,4
5562,8533,3
3255,7381,4
242,6010,2
