,id,name,price,original_price,discount,discount_rate,rating_average,review_count,thumbnail_url,quantity_sold,categories,description,authors,publisher,publication_date,manufacturer,book_cover,number_of_page
206,26148962,Everybody Up 2E 3: Workbook,161500,170000,8500,5,4.7,17,https://salt.tikicdn.com/cache/280x280/ts/product/65/60/ef/1d735dd14814da8a75e20d4a29edc98d.jpg,141,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","Provides more practice to consolidate the Student Book Picture Dictionary (Levels 1-4) helps with vocabulary practice Grammar Reference Guide (Levels 5-6) offers more practice, and allows students and teachers to check grammar rulesGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Patrick Jackson, Susan Banman Sileci, Kathleen Kampa, Charles Vilina",Oxford University Press,,,,0
207,106208412,Happy Hearts US 1 Pupil's Book (With Stickers),135000,135000,0,0,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/55/3b/76/ba07332f07747047792477f720d17d2a.png,67,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","Happy Hearts US is a three-level course for young children learning English for the first time.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Jenny Dooley - Virginia Evans,CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,2015-12-01 00:00:00,Nhà Xuất Bản Đại Học Huế,Bìa mềm,84
208,114573562,Academy Stars Starter PB Pk w Alphabet Bk,252700,266000,13300,5,5.0,5,https://salt.tikicdn.com/cache/280x280/ts/product/d5/cc/13/4f566339adf8db31575425a52fa5e7a1.jpg,42,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","The Academy Stars Pupil's Book Pack provides multiple components that work together in and out of the classroom. The pack contains the print Pupil's Book and a print Alphabet Book plus an access code for the digital Pupil's Practice Kit and online Pupil's Resource Centre.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."," Kathryn Harper, Gabrielle Pritchard",Macmillan Publishers,,MacMillan,,0
209,55288463,"Pathways: Reading, Writing, And Critical Thinking 2, 2nd Student Edition + Online Workbook",342300,368000,25700,7,5.0,32,https://salt.tikicdn.com/cache/280x280/ts/product/e2/e1/0c/2b7f71b8a8672e5c76c4e46f68896dce.jpg,124,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","Pathways: Reading, Writing, And Critical Thinking 2, 2nd Student Edition + Online Workbook
Pathways, Second Edition, is a global, five-level academic English program. Carefully-guided lessons develop the language skills, critical thinking, and learning strategies required for academic success. Using authentic and relevant content from National Geographic, including video, charts, and other infographics, Pathways prepares students to work effectively and confidently in an academic environment.
- Clear student writing models and guided online writing practice train students to become stronger and more confident writers. - Expanded video ""Viewing"" sections includes an additonal reading to give integrated skills practice. - ""Vocabulary Extension"" activities, covering word forms, colocations, affixes, phrasal verbs, and more, boosts reading and writing fluency. - Exam-style tasks prepare students for a range of international exams, including TOELF and IELTS. Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Mari Vargo,Cengage,,Cengage Learning,,0
210,40033735,21 Lessons For The 21st Century,349000,349000,0,0,4.8,20,https://salt.tikicdn.com/cache/280x280/ts/product/d0/dc/6e/09d62f181c6800ee60bce4c6754f45ac.jpg,101,"['Nhà Sách Tiki', 'English Books', 'History, Politics & Social Sciences', 'Social Sciences']","The bestselling phenomenon returns with 21 bite-sized lessons to help us understand our troubled times.
**THE NUMBER ONE BESTSELLER**
The future is here. Learn to live in it.
In twenty-one bite-sized lessons, Yuval Noah Harari explores what it means to be human in an age of bewilderment.
How can we protect ourselves from nuclear war, ecological cataclysms and technological disruptions? What can we do about the epidemic of fake news or the threat of terrorism? What should we teach our children?
Yuval Noah Harari takes us on a thrilling journey through today’s most urgent issues. The golden thread running through his exhilarating new book is the challenge of maintaining our collective and individual focus in the face of constant and disorienting change. Are we still capable of understanding the world we have created?Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Yuval Noah Harari,Penguin Random House,,Penguin Random House,Paperback,448
211,520412,The Hard Thing About Hard Things : Building a Business When There Are No Easy Answers (Hardback),443700,477000,33300,7,5.0,17,https://salt.tikicdn.com/cache/280x280/ts/product/54/9a/1c/700eb45f709e8d0d121b1828bb017225.jpg,129,"['Nhà Sách Tiki', 'English Books', 'Business & Economics', 'Investment']","The Hard Thing About Hard Things
Ben Horowitz, cofounder of Andreessen Horowitz and one of Silicon Valley's most respected and experienced entrepreneurs, offers essential advice on building and running a startup—practical wisdom for managing the toughest problems business school doesn’t cover, based on his popular ben’s blog.
While many people talk about how great it is to start a business, very few are honest about how difficult it is to run one. Ben Horowitz analyzes the problems that confront leaders every day, sharing the insights he’s gained developing, managing, selling, buying, investing in, and supervising technology companies. A lifelong rap fanatic, he amplifies business lessons with lyrics from his favorite songs, telling it straight about everything from firing friends to poaching competitors, cultivating and sustaining a CEO mentality to knowing the right time to cash in.
Filled with his trademark humor and straight talk, The Hard Thing About Hard Things is invaluable for veteran entrepreneurs as well as those aspiring to their own new ventures, drawing from Horowitz's personal and often humbling experiences.
Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Ben Horowitz,HarperCollins,2013-12-30 00:00:00,HarperCollins,Paperback,0
212,58992212,English Idioms In Use Advanced Book With Answers (Vocabulary In Use),413300,463000,49700,11,5.0,8,https://salt.tikicdn.com/cache/280x280/ts/product/bc/83/2a/4f06381fc2fb60c14a40cab80edd9636.jpg,46,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'Grammar, vocabulary & skills']","English Idioms In Use Advanced Book With Answers (Vocabulary In Use)
Improve your understanding of idioms in English. Explanations and practice of English idioms, written for advanced-level (C1 to C2) learners of English. Perfect for both self-study and classroom activities. Learn idioms in context, with lots of different topics, including 'Learning', 'Formal writing' and 'Telling stories'. Be confident about what you are learning, thanks to Cambridge research into how English is really spoken and written, and get better at studying by yourself, with study tips, follow-up tasks and an easy to use answer key.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Michael McCarthy Felicity O'Dell,Cambridge University Press,,Cambridge University Press,,0
213,58711376,Prepare A2 Level 2 Student's Book,235600,248000,12400,5,4.5,10,https://salt.tikicdn.com/cache/280x280/ts/product/b8/81/3a/4959d0ad8f230dacebed4e00319e8b76.jpg,122,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","Prepare A2 Level 2 Student's Book
PREPARE 2nd edition Level 2 combines 'teen-appeal' topics with gradual preparation towards the revised 2020 A2 Key for Schools exam. Students will enjoy interactive, personalised lessons with themes and resources relevant to their interests. The new Life Skills approach inspires learners to expand their horizons and knowledge and includes insights from The Cambridge Framework for Life Competencies. Teachers can relax knowing every unit drives students towards exam success and that the course is creating confident English users with the enhanced vocabulary and grammar syllabus. A Student's Book and Online Workbook is also available, separately.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."," Melanie Williams,Joanna Kosta",Cambridge University Press,2024-03-13 14:43:26,Cambridge University Press,Bìa cứng,0
214,22881964,Four Corners WB 3A,80750,85000,4250,5,4.5,10,https://salt.tikicdn.com/cache/280x280/ts/product/7d/d2/bb/d971591893be032c02671ee299bb2277.jpg,88,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'University - College']","Four Corners WB 3AGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","David Bohlke,Jack C Richards",Cambridge,,,,0
215,25202371,Super Minds Starter Student's Book with DVD-ROM,156300,168000,11700,7,5.0,14,https://salt.tikicdn.com/cache/280x280/ts/product/cb/84/1f/66d5eddd599ffc0864e9a0cab953c228.jpg,330,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'University - College']","Super Minds is a seven-level course for young learners. This exciting seven-level course, from a highly experienced author team, enhances your students' thinking skills, improving their memory along with their language skills. This Starter Student's Book includes visualisation exercises to develop creativity, cross-curricular thinking with fascinating 'English for school' sections and lively stories that explore social values. The fabulous DVD-ROM features animated stories, interactive games and activities including videokes, lively songs with karaoke versions, and fun activities focusing on each unit's vocabulary and grammar.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."," Gunter Gerngross, Peter Lewis Jones,Herbert Puchta",Cambridge University Press,,,,0
216,25980683,Kid's Box Second edition Pupil's Book Level 5,211900,223000,11100,5,5.0,9,https://salt.tikicdn.com/cache/280x280/ts/product/dd/4b/e2/1c7afd598c150981a5fdf7eca901f2c0.jpg,50,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","Kid's Box Second edition Pupil's Book Level 5Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Caroline Nixon, Michael Tomlinson",Cambridge University Press,,,,0
217,58710928,American English File: Level 1: Students Book With Online Practice - 3rd Edition,228780,246000,17220,7,5.0,10,https://salt.tikicdn.com/cache/280x280/ts/product/f2/39/fb/e2de151a9c731a1083ac1e5bb84e7475.jpg,84,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","American English File: Level 1: Students Book With Online Practice - 3rd Edition
- Improve pronunciation: Repeat audio, record yourself, and compare to original
- Improve listening: Slow down audio to hear each word clearly
- Split screen video/activity: Video stays on screen while you move around pages making it easy to watch and work
- Automatically marked, interactive activities
- Personalize your e-book: Save written or spoken notes anywhere on the page. Use the pen tool to draw and highlight
- Easy to get around: Bookmarks, jump to page, thumbnail sorterGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Christina de la Mare, Clive Oxenden, Jerry Lambert",Oxford University Press,,Oxford University Press,,0
218,435246,Harry Potter Part 4: Harry Potter And The Goblet Of Fire (Paperback) (Harry Potter và chiếc cốc lửa) (English Book),325000,325000,0,0,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/8f/d3/38/d3741f51cebdf6ae90d9e35d9c08762d.jpg,36,"['Nhà Sách Tiki', 'English Books', 'Fiction - Literature', 'Science Fiction & Fantasy']","Harry Potter And The Goblet Of Fire - Part 4 
The Triwizard Tournament is to be held at Hogwarts. Only wizards who are over seventeen are allowed to enter - but that doesn't stop Harry dreaming that he will win the competition. Then at Hallowe'en, when the Goblet of Fire makes its selection, Harry is amazed to find his name is one of those that the magical cup picks out. He will face death-defying tasks, dragons and Dark wizards, but with the help of his best friends, Ron and Hermione, he might just make it through - alive! These new editions of the classic and internationally bestselling, multi-award-winning series feature instantly pick-up-able new jackets by Jonny Duddle, with huge child appeal, to bring Harry Potter to the next generation of readers. It's time to PASS THE MAGIC ON ...Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",J. K. Rowling,Bloomsbury,2014-05-21 00:00:00,Bloomsbury,Paperback,616
219,566990,Milk And Honey,349000,349000,0,0,5.0,2,https://salt.tikicdn.com/cache/280x280/ts/product/be/b5/05/9aaaaa5a0819ee27b77a900986658752.jpg,44,"['Nhà Sách Tiki', 'English Books', 'Fiction - Literature', 'Poetry']","Milk And Honey
Milk and Honey is a collection of poetry and prose about survival. About the experience of violence, abuse, love, loss, and femininity.
The book is divided into four chapters, and each chapter serves a different purpose. Deals with a different pain. Heals a different heartache. Milk and Honey takes readers through a journey of the most bitter moments in life and finds sweetness in them because there is sweetness everywhere if you are just willing to look.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Rupi Kaur,Simon & Schuster,2015-10-06 00:00:00,Simon & Schuster,Paperback,208
220,195472345,The Sandman Book Of Dreams,256500,270000,13500,5,4.5,2,https://salt.tikicdn.com/cache/280x280/ts/product/3c/81/ae/6f1932a6a1999917afcc96364c34d23a.jpg,12,"['Nhà Sách Tiki', 'English Books', 'Fiction - Literature', 'Science Fiction & Fantasy']","


The Sandman Book Of Dreams
An entrancing collection of stories based on the World Fantasy Award-winning Sandman comic book series by Neil Gaiman—the basis for the highly anticipated Netflix series and hailed by the Los Angeles Times Magazine as “the greatest epic in the history of comic books”—including contributions from Tori Amos, Clive Barker, Susanna Clarke, Tad Williams, and Gene Wolfe, among other celebrated names in fantasy and horror
There is a dark king who rules our dreams from a place of shadows and fantastic things. He is Morpheus, the lord of story. Older than humankind itself, he inhabits -- along with Destiny, Death, Destruction, Desire, Despair, and Delirium, his Endless sisters and brothers -- the realm of human consciousness. His powers are myth and nightmare -- inspirations, pleasures, and punishments manifested beneath the blanketing mist of sleep.
Surrender to him now.
Sandman: The Book of Dreams is a stunning collection of visions, wonders, horrors, hallucinations, and revelations from twenty-one incomparable dreamers – inspired by the groundbreaking, bestselling graphic novel phenomenon by Neil Gaiman.

Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Neil Gaiman,HarperCollins Publishers,,William Morrow,,0
221,2210739,Everybody Up (2E) Starter Student Book,256500,270000,13500,5,4.8,10,https://salt.tikicdn.com/cache/280x280/ts/product/1d/84/ff/80d16e2b28957ff722a66870e9f570ae.jpg,155,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","Everybody Up (2E) Starter Student Book 
Everybody Up gets students talking about the real world. Posters, videos, stories, and songs link English to other school subjects and universal values, developing global citizens with 21st century skills. Everybody Up is a seven-level course that motivates children by linking the English classroom to the wider world. Everybody Up encourages children to use language in a natural and meaningful way by connecting English to their own lives. Colorful cross-curricular lessons link English to other school subjects. Fun stories teach life lessons such as being kind and polite. Great songs, and the special Everybody Up Friends, motivate children to practicEverybody Up gets students talking about the real world. Posters, videos, stories, and songs link English to other school subjects and universal values, developing global citizens with 21st century skills.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Patrick Jackson,Susan Banman Sileci",Oxford University Press,2016-03-24 00:00:00,Oxford University Press,Paperback,0
222,4429843,How Not to Be Wrong: The Hidden Maths of Everyday Life,316400,333000,16600,5,4.3,11,https://salt.tikicdn.com/cache/280x280/ts/product/0a/97/57/ec4350db8eab2f49c46a15abffac7a43.jpg,90,"['Nhà Sách Tiki', 'English Books', 'Science - Technology', 'Mathematics']","THE SUNDAY TIMES BESTSELLER
The maths we learn in school can seem like an abstract set of rules, laid down by the ancients and not to be questioned. In fact, Jordan Ellenberg shows us, maths touches on everything we do, and a little mathematical knowledge reveals the hidden structures that lie beneath the world's messy and chaotic surface. In How Not to be Wrong, Ellenberg explores the mathematician's method of analyzing life, from the everyday to the cosmic, showing us which numbers to defend, which ones to ignore, and when to change the equation entirely. Along the way, he explains calculus in a single page, describes Gödel's theorem using only one-syllable words, and reveals how early you actually need to get to the airport.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,Penguin Random House,2015-05-26 16:34:48,Penguin Random House,Paperback,468
223,519008,i-Learn My Phonics Grade 1 Workbook (Phiên Bản Dành Cho Các Tỉnh),66500,70000,3500,5,4.5,4,https://salt.tikicdn.com/cache/280x280/ts/product/20/4e/9a/210466d1862ff6eac379e6d20e2e4ea7.jpg,30,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'Grammar, vocabulary & skills']","I-Learn My Phonics Grade 1 AB
I-Learn My Phonics is a 2-level English course designed for young learners in Grade 1 and 2. It introduces young learners to English in a fun, stress- free away, focusing on the sounds of words and the basics of reading.
From Grade 3, students will continue with the 4-skills series, i-Learn Smart Start Grades 3, 4 & 5, which fully covers the MOET curriculum.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Jenny Dooley - Virginia Evans,Đại Trường Phát,2015-12-30 00:00:00,Oxford University Press,Paperback,61
224,91985556,Sách - Nhật Bản duy tân 30 năm (Tái bản 2018),123250,145000,21750,15,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/f4/9e/3f/401e365e455af79f8ebc06b13d222e1f.jpg,2,"['Nhà Sách Tiki', 'English Books', 'Art & Photography', 'History - Criticism']","



Cuốn sách văn học sử Nhật Bản này sẽ cho độc giả một cái nhìn toàn vẹn về một cường quốc nhỏ bé về địa lý nhưng đã đạt được những thành tựu thần kỳ về văn hóa - chính trị - xã hội.
Tác giả Đào Trinh Nhất
NXB NXB Thế Giới
Năm XB 01-2018
Trọng lượng (gr) 450
Kích thước 14 x 20.5
Số trang 410
Hình thức Bìa Mềm
Ngôn ngữ Sách tiếng Việt


Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,,,,,0
225,3686383,English World 2: Pupil Book with eBook Pack,178600,188000,9400,5,4.8,12,https://salt.tikicdn.com/cache/280x280/ts/product/40/97/17/3f73b4fb2c54463acfec07e7874b5bb0.jpg,108,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","English World 2: Pupil Book with eBook Pack
The Pupil’s Book contains twelve units with each unit designed to be taught over a two-week period. The key skills of reading, writing, speaking and listening are consistently covered and are underpinned by the firm foundation of the grammar syllabus. An eBook version of the Pupil’s Book is included along with a CD-ROM with extra material.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,Macmillan Education,,MacMillan,Paperback,0
226,173946105,New Insight Into IELTS Student's Book With Answers,672000,672000,0,0,5.0,5,https://salt.tikicdn.com/cache/280x280/ts/product/36/c9/02/8867f14703af30e2d177f80ae0724806.jpg,10,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","New Insight to IELTS cung cấp sự chuẩn bị và luyện tập toàn diện cho IELTS. Bằng cách khám phá bài kiểm tra trên giấy và xem xét chi tiết từng dạng bài, khóa học dần dần hình thành các kỹ năng, ngôn ngữ và kỹ thuật làm bài thi mà học viên cần để tự tin tiếp cận IELTS. Khóa học bao gồm phần giới thiệu chi tiết về bài kiểm tra và câu trả lời đầy đủ và phù hợp để sử dụng trong lớp học hoặc tự học. Tài liệu được thiết kế để sử dụng cho học sinh có trình độ hiện tại khoảng Band 6 và phù hợp cho cả thí sinh Học thuật và Đào tạo Tổng quát.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,,CAMBRIDGE,,0
227,70554973,Tiểu thuyết thiếu niên tiếng Pháp: Le Petit Nicolas,322000,322000,0,0,5.0,2,https://salt.tikicdn.com/cache/280x280/ts/product/3c/31/16/3c8ae870b10850ae461dc3988badad45.jpg,23,"['Nhà Sách Tiki', 'English Books', ""Children's Books"", 'Family, friends and school']","THÔNG TIN SÁCHLoại bìa: Bìa mềmSố trang: 167 trangKích thước: 12,5 × 18,0 × 1,0 cm 
 
Nhóc Nicolas
Bạn có biết ai là cậu bé ngổ ngáo, thông minh và đáng yêu nhất không? Ở trường hoặc với gia đình, nó thường có những ý tưởng hay nhưng không phải lúc nào chúng cũng thành công. Các bạn đã nhận ra chú bé ấy không? Tất nhiên là nhóc Nicolas rồi! Giáo viên lo lắng, nhiếp ảnh gia lau trán, thầy Nước lèo mặt đỏ bừng, các bà mẹ trông thật tệ, mấy ông bố làm trò, còn về phần thanh tra, anh ta rời đi nhanh như khi anh ta đến. Tuy nhiên, Geoffroy, Agnan, Eudes, Rufus, Clotaire, Maixent, Alceste, Joachim  và cậu bé Nicolas - hầu như - luôn luôn ngoan ngoãn mà 
 
Le Petit Nicolas
Savez-vous qui est le petit garçon le plus impertinent, le plus malin et le plus tendre aussi ? À l école ou en famille, il a souvent de bonnes idées et cela ne lui réussit pas toujours. Vous l avez tous reconnu. C est le petit Nicolas évidemment ! La maîtresse est inquiète, le photographe s'éponge le front, le Bouillon devient tout rouge, les mamans ont mauvaise mine, quant à l'inspecteur, il est reparti aussi vite qu'il était venu. Pourtant, Geoffroy, Agnan, Eudes, Rufus, Clotaire, Maixent, Alceste, J et le petit Nicolas sont - presque - toujours Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,Sodis Distribution,,Hachette,Bìa mềm,167
228,29355121,Pre A1 Starters 3 Student's Book: Authentic Examination Papers,123500,130000,6500,5,5.0,42,https://salt.tikicdn.com/cache/280x280/ts/product/97/e7/e8/27e895c476989412510e64e1fb3a27c8.jpg,292,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'TOEFL Books']","Pre A1 Starters 3 Student's Book: Authentic Examination Papers
Authentic examination papers for learners preparing for the revised Pre A1 Starters, A1 Movers and A2 Flyers exams as introduced in 2018. This collection of examination papers for Pre A1 Starters provides ideal exam practice. It contains three full-colour test papers which contain engaging activities and attractive illustrations to motivate young learners. These papers also provide an excellent opportunity for children, parents and teachers alike to familiarise themselves with the format of the revised test. Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Cambridge English,Cambridge English,,,,0
229,25679140,Fun for Flyers SB w Home Fun & Online Activities,350700,377000,26300,7,4.8,26,https://salt.tikicdn.com/cache/280x280/ts/product/15/62/17/351ac8a0e4848fa863f3742fcf4c3356.jpg,206,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'Others']","Fun for Flyers SB w Home Fun & Online ActivitiesGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Anne Robinson,Karen Saxby",Cambridge University Press,,Cambridge University Press,,0
